Song,Album,Lyric,Previous Lyric,Next Lyric
Long Live/New Year’s Day,Uncategorized,I want your midnights,Or we're making mistakes,But I'll be cleaning up bottles with you on New Year's Day
Long Live/New Year’s Day,Uncategorized,"Hold on to the memories, they will hold on to you",But I'll be cleaning up bottles with you on New Year's Day,"Hold on to the memories, they will hold on to you"
Long Live/New Year’s Day,Uncategorized,"Hold on to the memories, they will hold on to you","Hold on to the memories, they will hold on to you","Hold on to the memories, they will hold on to you"
Long Live/New Year’s Day,Uncategorized,"Hold on to the memories, they will hold on to you","Hold on to the memories, they will hold on to you",And I will hold on to you
Long Live/New Year’s Day,Uncategorized,And I will hold on to you,"Hold on to the memories, they will hold on to you",
Long Live/New Year’s Day,Uncategorized,Please don't ever become a stranger,And I will hold on to you,Whose laugh I could recognize anywhere
Long Live/New Year’s Day,Uncategorized,Whose laugh I could recognize anywhere,Please don't ever become a stranger,Please don't ever become a stranger
Long Live/New Year’s Day,Uncategorized,Please don't ever become a stranger,Whose laugh I could recognize anywhere,Whose laugh I could recognize anywhere
Long Live/New Year’s Day,Uncategorized,Whose laugh I could recognize anywhere,Please don't ever become a stranger,
Long Live/New Year’s Day,Uncategorized,There's glitter on the floor after the party,Whose laugh I could recognize anywhere,Girls carrying their shoes down in the lobby
Long Live/New Year’s Day,Uncategorized,Candle wax and Polaroids on the hardwood floor,Girls carrying their shoes down in the lobby,You and me forevermore
Long Live/New Year’s Day,Uncategorized,You and me forevermore,Candle wax and Polaroids on the hardwood floor,
Long Live/New Year’s Day,Uncategorized,Don't read the last page,You and me forevermore,"But I stay when you're lost, and I'm scared"
Long Live/New Year’s Day,Uncategorized,"Hold on to the memories, they will hold on to you","Hold on to the memories, they will hold on to you",
Long Live/New Year’s Day,Uncategorized,And Long live,"Hold on to the memories, they will hold on to you",(Please don't ever become a stranger)
Long Live/New Year’s Day,Uncategorized,(Please don't ever become a stranger),And Long live,The walls we crashed through
Long Live/New Year’s Day,Uncategorized,The walls we crashed through,(Please don't ever become a stranger),(Whose laugh I could recognize anywhere)
Long Live/New Year’s Day,Uncategorized,(Whose laugh I could recognize anywhere),The walls we crashed through,I had the time of my life
Long Live/New Year’s Day,Uncategorized,I had the time of my life,(Whose laugh I could recognize anywhere),(Please don't ever become a stranger)
Long Live/New Year’s Day,Uncategorized,(Please don't ever become a stranger),I had the time of my life,With you
Long Live/New Year’s Day,Uncategorized,With you,(Please don't ever become a stranger),(Whose laugh I could recognize anywhere)
Long Live/New Year’s Day,Uncategorized,(Whose laugh I could recognize anywhere),With you,
Long Live/New Year’s Day,Uncategorized,And Long live,(Whose laugh I could recognize anywhere),The walls we crashed through
Long Live/New Year’s Day,Uncategorized,The walls we crashed through,And Long live,I had the time of my life
Long Live/New Year’s Day,Uncategorized,I had the time of my life,The walls we crashed through,With you
Long Live/New Year’s Day,Uncategorized,With you,I had the time of my life,
Style / Love Story / You Belong With Me,Uncategorized,You got that James Dean daydream look in your eye,,"And I got that red lip, classic thing that you like"
Style / Love Story / You Belong With Me,Uncategorized,"And I got that red lip, classic thing that you like",You got that James Dean daydream look in your eye,"And when we go crashing down, we come back every time"
Style / Love Story / You Belong With Me,Uncategorized,"And when we go crashing down, we come back every time","And I got that red lip, classic thing that you like","'Cause we never go out of style, we never go out of style"
Style / Love Story / You Belong With Me,Uncategorized,"'Cause we never go out of style, we never go out of style","And when we go crashing down, we come back every time","You've got that long hair slick back, white t-shirt"
Style / Love Story / You Belong With Me,Uncategorized,"You've got that long hair slick back, white t-shirt","'Cause we never go out of style, we never go out of style",And I got that good girl faith and a tight little skirt
Style / Love Story / You Belong With Me,Uncategorized,And I got that good girl faith and a tight little skirt,"You've got that long hair slick back, white t-shirt","And when we go crashing down, we come back every time"
Style / Love Story / You Belong With Me,Uncategorized,"And when we go crashing down, we come back every time",And I got that good girl faith and a tight little skirt,"'Cause we never go out of style, we never go out of style"
Style / Love Story / You Belong With Me,Uncategorized,"'Cause we never go out of style, we never go out of style","And when we go crashing down, we come back every time",
Style / Love Story / You Belong With Me,Uncategorized,"Midnight, you come and pick me up, no headlights","'Cause we never go out of style, we never go out of style","Long drive, could end in burning flames or paradise"
Style / Love Story / You Belong With Me,Uncategorized,"Long drive, could end in burning flames or paradise","Midnight, you come and pick me up, no headlights","Fade into view, oh"
Style / Love Story / You Belong With Me,Uncategorized,"Fade into view, oh","Long drive, could end in burning flames or paradise",It's been a while since I have even heard from you
Style / Love Story / You Belong With Me,Uncategorized,It's been a while since I have even heard from you,"Fade into view, oh",(Heard from you)
Style / Love Story / You Belong With Me,Uncategorized,(Heard from you),It's been a while since I have even heard from you,And I should just tell you to leave 'cause I
Style / Love Story / You Belong With Me,Uncategorized,And I should just tell you to leave 'cause I,(Heard from you),Know exactly where it leads but I
Style / Love Story / You Belong With Me,Uncategorized,Know exactly where it leads but I,And I should just tell you to leave 'cause I,Watch it go round and round each time
Style / Love Story / You Belong With Me,Uncategorized,Watch it go round and round each time,Know exactly where it leads but I,
Style / Love Story / You Belong With Me,Uncategorized,You got that James Dean daydream look in your eye,Watch it go round and round each time,"And I got that red lip, classic thing that you like"
Style / Love Story / You Belong With Me,Uncategorized,"'Cause we never go out of style, we never go out of style","And when we go crashing down, we come back every time",Let me hear you please make some noise for my band
Style / Love Story / You Belong With Me,Uncategorized,Let me hear you please make some noise for my band,"'Cause we never go out of style, we never go out of style",
Style / Love Story / You Belong With Me,Uncategorized,We were both young when I first saw you,Let me hear you please make some noise for my band,I close my eyes and the flashback starts
Style / Love Story / You Belong With Me,Uncategorized,I close my eyes and the flashback starts,We were both young when I first saw you,I'm standing there on a balcony in summer air
Style / Love Story / You Belong With Me,Uncategorized,I'm standing there on a balcony in summer air,I close my eyes and the flashback starts,"See the lights, see the party, the ball gowns"
Style / Love Story / You Belong With Me,Uncategorized,"See the lights, see the party, the ball gowns",I'm standing there on a balcony in summer air,See you make your way through the crowd
Style / Love Story / You Belong With Me,Uncategorized,See you make your way through the crowd,"See the lights, see the party, the ball gowns",And say hello
Style / Love Story / You Belong With Me,Uncategorized,And say hello,See you make your way through the crowd,Little did I know
Style / Love Story / You Belong With Me,Uncategorized,Little did I know,And say hello,"That you were Romeo, you were throwing pebbles"
